id,scrape,zipcode,radius,age,gender,result,url,created_at
1096,base,10036,10,57,f,54,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=57&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=57&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:31-05:00
1097,base,10036,10,58,f,68,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=58&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=58&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:32-05:00
1098,base,10036,10,59,f,44,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=59&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=59&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:33-05:00
1099,base,10036,10,60,f,43,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=60&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=60&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:34-05:00
1100,base,10036,10,61,f,35,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=61&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=61&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:35-05:00
1101,base,10036,10,62,f,28,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=62&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=62&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:36-05:00
1102,base,10036,10,63,f,13,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=63&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=63&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:37-05:00
1103,base,10036,10,64,f,15,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=64&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=64&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:38-05:00
1104,base,10036,10,65,f,18,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=65&iama=m&religion=&searchtype=&City=10036&drugs=&MaxAge=65&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:18:39-05:00
1105,base,10036,10,18,m,140,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=18&country=1&starsign=&religion=&seekinga=m&MaxAge=18&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:40-05:00
1106,base,10036,10,19,m,214,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=19&country=1&starsign=&religion=&seekinga=m&MaxAge=19&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:41-05:00
1107,base,10036,10,20,m,296,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=20&country=1&starsign=&religion=&seekinga=m&MaxAge=20&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:42-05:00
1108,base,10036,10,21,m,306,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=21&country=1&starsign=&religion=&seekinga=m&MaxAge=21&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:43-05:00
1109,base,10036,10,22,m,402,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=22&country=1&starsign=&religion=&seekinga=m&MaxAge=22&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:44-05:00
1110,base,10036,10,23,m,520,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=23&country=1&starsign=&religion=&seekinga=m&MaxAge=23&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:45-05:00
1111,base,10036,10,24,m,538,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=24&country=1&starsign=&religion=&seekinga=m&MaxAge=24&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:46-05:00
1112,base,10036,10,25,m,606,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=25&country=1&starsign=&religion=&seekinga=m&MaxAge=25&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:47-05:00
1113,base,10036,10,26,m,610,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=26&country=1&starsign=&religion=&seekinga=m&MaxAge=26&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:48-05:00
1114,base,10036,10,27,m,538,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=27&country=1&starsign=&religion=&seekinga=m&MaxAge=27&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:50-05:00
1115,base,10036,10,28,m,654,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=28&country=1&starsign=&religion=&seekinga=m&MaxAge=28&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:51-05:00
1116,base,10036,10,29,m,536,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=29&country=1&starsign=&religion=&seekinga=m&MaxAge=29&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:52-05:00
1117,base,10036,10,30,m,495,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=30&country=1&starsign=&religion=&seekinga=m&MaxAge=30&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:53-05:00
1118,base,10036,10,31,m,439,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=31&country=1&starsign=&religion=&seekinga=m&MaxAge=31&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:54-05:00
1119,base,10036,10,32,m,368,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=32&country=1&starsign=&religion=&seekinga=m&MaxAge=32&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:55-05:00
1120,base,10036,10,33,m,401,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=33&country=1&starsign=&religion=&seekinga=m&MaxAge=33&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:56-05:00
1121,base,10036,10,34,m,359,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=34&country=1&starsign=&religion=&seekinga=m&MaxAge=34&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:57-05:00
1122,base,10036,10,35,m,307,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=35&country=1&starsign=&religion=&seekinga=m&MaxAge=35&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:58-05:00
1123,base,10036,10,36,m,303,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=36&country=1&starsign=&religion=&seekinga=m&MaxAge=36&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:18:59-05:00
1124,base,10036,10,37,m,273,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=37&country=1&starsign=&religion=&seekinga=m&MaxAge=37&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:00-05:00
1125,base,10036,10,38,m,329,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=38&country=1&starsign=&religion=&seekinga=m&MaxAge=38&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:01-05:00
1126,base,10036,10,39,m,268,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=39&country=1&starsign=&religion=&seekinga=m&MaxAge=39&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:02-05:00
1127,base,10036,10,40,m,257,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=40&country=1&starsign=&religion=&seekinga=m&MaxAge=40&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:03-05:00
1128,base,10036,10,41,m,211,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=41&country=1&starsign=&religion=&seekinga=m&MaxAge=41&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:04-05:00
1129,base,10036,10,42,m,199,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=42&country=1&starsign=&religion=&seekinga=m&MaxAge=42&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:05-05:00
1130,base,10036,10,43,m,183,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=43&country=1&starsign=&religion=&seekinga=m&MaxAge=43&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:06-05:00
1131,base,10036,10,44,m,175,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=44&country=1&starsign=&religion=&seekinga=m&MaxAge=44&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:07-05:00
1132,base,10036,10,45,m,181,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=45&country=1&starsign=&religion=&seekinga=m&MaxAge=45&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:08-05:00
1133,base,10036,10,46,m,133,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=46&country=1&starsign=&religion=&seekinga=m&MaxAge=46&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:09-05:00
1134,base,10036,10,47,m,140,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=47&country=1&starsign=&religion=&seekinga=m&MaxAge=47&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:10-05:00
1135,base,10036,10,48,m,160,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=48&country=1&starsign=&religion=&seekinga=m&MaxAge=48&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:11-05:00
1136,base,10036,10,49,m,105,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=49&country=1&starsign=&religion=&seekinga=m&MaxAge=49&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:12-05:00
1137,base,10036,10,50,m,114,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=50&country=1&starsign=&religion=&seekinga=m&MaxAge=50&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:13-05:00
1138,base,10036,10,51,m,90,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=51&country=1&starsign=&religion=&seekinga=m&MaxAge=51&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:14-05:00
1139,base,10036,10,52,m,87,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=52&country=1&starsign=&religion=&seekinga=m&MaxAge=52&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:15-05:00
1140,base,10036,10,53,m,86,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=53&country=1&starsign=&religion=&seekinga=m&MaxAge=53&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:16-05:00
1141,base,10036,10,54,m,72,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=54&country=1&starsign=&religion=&seekinga=m&MaxAge=54&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:17-05:00
1142,base,10036,10,55,m,48,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=55&country=1&starsign=&religion=&seekinga=m&MaxAge=55&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:18-05:00
1143,base,10036,10,56,m,56,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=56&country=1&starsign=&religion=&seekinga=m&MaxAge=56&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:19-05:00
1144,base,10036,10,57,m,43,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=57&country=1&starsign=&religion=&seekinga=m&MaxAge=57&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:20-05:00
1145,base,10036,10,58,m,54,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=58&country=1&starsign=&religion=&seekinga=m&MaxAge=58&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:21-05:00
1146,base,10036,10,59,m,25,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=59&country=1&starsign=&religion=&seekinga=m&MaxAge=59&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:22-05:00
1147,base,10036,10,60,m,32,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=60&country=1&starsign=&religion=&seekinga=m&MaxAge=60&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:23-05:00
1148,base,10036,10,61,m,29,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=61&country=1&starsign=&religion=&seekinga=m&MaxAge=61&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:24-05:00
1149,base,10036,10,62,m,18,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=62&country=1&starsign=&religion=&seekinga=m&MaxAge=62&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:25-05:00
1150,base,10036,10,63,m,22,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=63&country=1&starsign=&religion=&seekinga=m&MaxAge=63&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:26-05:00
1151,base,10036,10,64,m,11,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=64&country=1&starsign=&religion=&seekinga=m&MaxAge=64&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:27-05:00
1152,base,10036,10,65,m,13,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=f&MinAge=65&country=1&starsign=&religion=&seekinga=m&MaxAge=65&drugs=&City=10036&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:28-05:00
1153,base,20024,10,18,f,18,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=18&iama=m&religion=&searchtype=&City=20024&drugs=&MaxAge=18&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:19:29-05:00
1154,base,20024,10,19,f,24,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=m&MinAge=19&country=1&starsign=&religion=&seekinga=f&MaxAge=19&drugs=&City=20024&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:30-05:00
1155,base,20024,10,20,f,20,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=20&iama=m&religion=&searchtype=&City=20024&drugs=&MaxAge=20&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:19:31-05:00
1156,base,20024,10,21,f,41,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=m&MinAge=21&country=1&starsign=&religion=&seekinga=f&MaxAge=21&drugs=&City=20024&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:32-05:00
1157,base,20024,10,22,f,38,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=22&iama=m&religion=&searchtype=&City=20024&drugs=&MaxAge=22&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:19:33-05:00
1158,base,20024,10,23,f,60,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=m&MinAge=23&country=1&starsign=&religion=&seekinga=f&MaxAge=23&drugs=&City=20024&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:34-05:00
1159,base,20024,10,24,f,89,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=24&iama=m&religion=&searchtype=&City=20024&drugs=&MaxAge=24&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:19:35-05:00
1160,base,20024,10,25,f,72,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=m&MinAge=25&country=1&starsign=&religion=&seekinga=f&MaxAge=25&drugs=&City=20024&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:36-05:00
1161,base,20024,10,26,f,75,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=26&iama=m&religion=&searchtype=&City=20024&drugs=&MaxAge=26&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:19:37-05:00
1162,base,20024,10,27,f,65,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=m&MinAge=27&country=1&starsign=&religion=&seekinga=f&MaxAge=27&drugs=&City=20024&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:38-05:00
1163,base,20024,10,28,f,66,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=28&iama=m&religion=&searchtype=&City=20024&drugs=&MaxAge=28&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:19:39-05:00
1164,base,20024,10,29,f,61,http://www.plentyoffish.com/advancedsearch.aspx?state=&smarts=&wantchildrem=&thnicity=&height=0&income=&smoke=nil&viewtype=&heightb=999&cmdSearch=Go+Fishing&iama=m&MinAge=29&country=1&starsign=&religion=&seekinga=f&MaxAge=29&drugs=&City=20024&searchtype=&haschildren=&interests=&body=&miles=10&drink=,2009-01-22T00:19:40-05:00
1165,base,20024,10,30,f,53,http://www.plentyoffish.com/advancedsearch.aspx?smarts=&state=&thnicity=&wantchildrem=&income=&height=0&viewtype=&smoke=nil&cmdSearch=Go+Fishing&heightb=999&starsign=&country=1&MinAge=30&iama=m&religion=&searchtype=&City=20024&drugs=&MaxAge=30&seekinga=f&haschildren=&body=&interests=&drink=&miles=10,2009-01-22T00:19:41-05:00
